tag,词性,label,remove
同城▄同乡▄同县,同城/n(名词) ▄/n(名词) 同乡/n(名词) ▄/n(名词) 同/p(介词) 县/n(名词),com_del_type,0
星座▄招商▄CF,星座/n(名词) ▄/n(名词) 招商/vn(其他) ▄/n(名词) cf/nx(其他),com_del_type,0
星星,星星/n(名词),sin_ver_nou_del_type,0
诗人,诗人/n(名词),sin_ver_nou_del_type,0
问道,问道/v(动词),sin_ver_nou_del_type,0
三星,三星/n(名词),sin_ver_nou_del_type,0
工科,工科/n(名词),sin_ver_nou_del_type,0
头像,头像/n(名词),val_eval_type,1
婚恋▄离婚▄离异,婚恋/n(名词) ▄/n(名词) 离婚/vn(其他) ▄/n(名词) 离异/v(动词),com_del_type,0
学车,学车/n(名词),sin_ver_nou_del_type,0
路飞,路飞/n(名词),sin_ver_nou_del_type,0
善良,善良/a(形容词),val_eval_type,1
客服在线QQ 67583574,客服/n(名词) 在线/vn(其他) qq/n(名词) /w(标点) 67583574/m(数词),porn_type,1
语音,语音/n(名词),sin_ver_nou_del_type,0
邻居,邻居/n(名词),val_eval_type,1
薅羊毛,薅/v(动词) 羊毛/n(名词),com_del_type,0
新时时彩,新/a(形容词) 时时/d(副词) 彩/Ng(其他),com_del_type,0
注会,注会/n(名词),sin_ver_nou_del_type,0
风水,风水/n(名词),sin_ver_nou_del_type,0
真诚,真诚/a(形容词),val_eval_type,1
海岛奇兵,海岛/n(名词) 奇兵/n(名词),com_del_type,0
淘宝刷流量,淘宝/n(名词) 刷/v(动词) 流量/n(名词),com_del_type,0
漫展,漫展/n(名词),sin_ver_nou_del_type,0
艾灸,艾灸/n(名词),sin_ver_nou_del_type,0
理想,理想/n(名词),val_eval_type,1
同城聚会,同城/n(名词) 聚会/v(动词),val_eval_type,1
单机游戏,单机/n(名词) 游戏/n(名词),com_del_type,0
手机批发,手机/n(名词) 批发/vn(其他),com_del_type,0
浙江,浙江/ns(地名),sin_ns_type,0
企业,企业/n(名词),val_eval_type,1
互联网创业,互联网/n(名词) 创业/vn(其他),com_del_type,0
爱你,爱/v(动词) 你/r(代词),val_eval_type,1
名片赞,名片/n(名词) 赞/Vg(其他),val_eval_type,1
学习ING,学习/v(动词) ing/nx(其他),val_eval_type,1
男男,男/b(其他) 男/b(其他),com_del_type,0
六年级,六/m(数词) 年级/n(名词),val_eval_type,1
约泡,约泡/n(名词),porn_type,1
啊,啊/e(叹词),sin_other_remove_type,1
淘宝优惠,淘宝/n(名词) 优惠/vn(其他),com_del_type,0
老乡群,老乡/n(名词) 群/Ng(其他),val_eval_type,1
摩托车,摩托车/n(名词),sin_ver_nou_del_type,0
流浪猫,流浪猫/n(名词),sin_ver_nou_del_type,0
魔兽,魔兽/n(名词),sin_ver_nou_del_type,0
内部,内部/f(方位词),val_eval_type,1
强势股,强势股/n(名词),sin_ver_nou_del_type,0
标签2,标签/n(名词) 2/m(数词),com_special_type,1
福州,福州/ns(地名),sin_ns_type,0
啪啪,啪啪/o(拟声词),sin_other_remove_type,1
空间,空间/n(名词),val_eval_type,1
商家,商家/n(名词),sin_ver_nou_del_type,0
任务,任务/n(名词),val_eval_type,1
好兄弟,好/a(形容词) 兄弟/n(名词),val_eval_type,1
美Q女1815800800空间,美/j(简称) q/nx(其他) 女/b(其他) 1815800800/m(数词) 空间/n(名词),porn_type,1
寂寞▄失眠▄转让,寂寞/a(形容词) ▄/n(名词) 失眠/v(动词) ▄/n(名词) 转让/v(动词),com_del_type,0
怀念,怀念/v(动词),val_eval_type,1
足疗,足疗/n(名词),sin_ver_nou_del_type,0
爱拉盟,爱/v(动词) 拉/v(动词) 盟/Ng(其他),com_del_type,0
红酒,红酒/n(名词),sin_ver_nou_del_type,0
标签3,标签/n(名词) 3/m(数词),com_special_type,1
网上找工作,网上/s(处所词) 找/v(动词) 工作/vn(其他),com_del_type,0
凤凰,凤凰/ns(地名),sin_ns_type,0
时事热点,时事/n(名词) 热点/n(名词),com_del_type,0
学渣,学渣/n(名词),sin_ver_nou_del_type,0
陌生人,陌生人/n(名词),val_eval_type,1
CAD,cad/nx(其他),sin_nx_type,0
传统文化,传统/a(形容词) 文化/n(名词),com_del_type,0
婚恋交友,婚恋/n(名词) 交友/v(动词),val_eval_type,1
神,神/n(名词),val_eval_type,1
法学,法学/n(名词),sin_ver_nou_del_type,0
足球开户,足球/n(名词) 开户/vn(其他),com_del_type,0
4,4/m(数词),numeric_type,1
小鲜肉,小/a(形容词) 鲜肉/n(名词),com_del_type,0
江西11选5,江西/ns(地名) 11/m(数词) 选/v(动词) 5/m(数词),com_del_type,0
网页设计,网页/n(名词) 设计/vn(其他),com_del_type,0
R,r/nx(其他),val_eval_type,1
改装,改装/v(动词),sin_ver_nou_del_type,0
嘻嘻,嘻嘻/o(拟声词),sin_other_remove_type,1
一夜激情,一/m(数词) 夜激情/n(名词),porn_type,1
软件破解,软件/n(名词) 破解/v(动词),com_del_type,0
地毯,地毯/n(名词),sin_ver_nou_del_type,0
学习资料,学习/v(动词) 资料/n(名词),com_del_type,0
温暖,温暖/a(形容词),val_eval_type,1
男装,男装/n(名词),sin_ver_nou_del_type,0
安图恩,安图恩/nr(其他),sin_nr_type,0
云南,云南/ns(地名),sin_ns_type,0
测试,测试/v(动词),val_eval_type,1
鞋子,鞋子/n(名词),sin_ver_nou_del_type,0
小升初,小升初/n(名词),sin_ver_nou_del_type,0
磨骨,磨骨/v(动词),sin_ver_nou_del_type,0
福建,福建/ns(地名),sin_ns_type,0
投档线,投档线/n(名词),sin_ver_nou_del_type,0
AV,av/nx(其他),val_eval_type,1
地方,地方/n(名词),val_eval_type,1
6,6/m(数词),numeric_type,1
刮痧,刮痧/v(动词),sin_ver_nou_del_type,0
业主交流,业主/n(名词) 交流/vn(其他),com_del_type,0
湖北快三,湖北/ns(地名) 快/a(形容词) 三/m(数词),com_del_type,0
一起来,一起/d(副词) 来/v(动词),val_eval_type,1
支教,支教/j(简称),sin_other_save_type,0
社区,社区/n(名词),val_eval_type,1
车贷,车贷/n(名词),sin_ver_nou_del_type,0
◎●◎●◎●,◎/w(标点) ●/w(标点) ◎/w(标点) ●/w(标点) ◎/w(标点) ●/w(标点),punctuation_type,1
永远,永远/d(副词),val_eval_type,1
本科,本科/n(名词),sin_ver_nou_del_type,0
高校,高校/n(名词),sin_ver_nou_del_type,0
寂寞妹妹,寂寞/a(形容词) 妹妹/n(名词),porn_type,1
难道我真爱上你,难道/d(副词) 我/r(代词) 真/d(副词) 爱上/v(动词) 你/r(代词),com_del_type,0
珍昔手邊幸福,珍/Ag(其他) 昔/Tg(其他) 手边/s(处所词) 幸福/a(形容词),com_del_type,0
當初,当初/t(时间词),val_eval_type,1
不要失去似後,不要/d(副词) 失去/v(动词) 似/Vg(其他) 后/f(方位词),val_eval_type,1
静静16岁,静静/d(副词) 16/m(数词) 岁/q(量词),com_del_type,0
蜡笔小新,蜡笔/n(名词) 小新/n(名词),com_del_type,0
狼族,狼族/n(名词),sin_ver_nou_del_type,0
美少女,美/j(简称) 少女/n(名词),com_del_type,0
QQ业务,qq/n(名词) 业务/n(名词),com_del_type,0
加Q9302689,加/j(简称) q/nx(其他) 9302689/m(数词),porn_type,1
综合能力,综合/vn(其他) 能力/n(名词),com_del_type,0
小语种,小/a(形容词) 语种/n(名词),com_del_type,0
卡片,卡片/n(名词),sin_ver_nou_del_type,0
雅思,雅思/n(名词),sin_ver_nou_del_type,0
阿迪达斯,阿迪达斯/nz(其他专名),sin_nz_type,0
节奏大师,节奏/n(名词) 大师/n(名词),com_del_type,0
开放女人,开放/v(动词) 女人/n(名词),val_eval_type,1
加Q8671755很,加/j(简称) q/nx(其他) 8671755/m(数词) 很/d(副词),porn_type,1
拼搏,拼搏/v(动词),val_eval_type,1
滚球,滚球/n(名词),sin_ver_nou_del_type,0
祛斑,祛斑/n(名词),sin_ver_nou_del_type,0
想放纵,想/v(动词) 放纵/v(动词),val_eval_type,1
搞事,搞事/v(动词),val_eval_type,1
迷你世界,迷你/b(其他) 世界/n(名词),com_del_type,0
低价,低价/n(名词),sin_ver_nou_del_type,0
商务,商务/n(名词),sin_ver_nou_del_type,0
加Q5969022萌萌,加/j(简称) q/nx(其他) 5969022/m(数词) 萌萌/nr(其他),porn_type,1
热聊,热聊/n(名词),val_eval_type,1
话费,话费/n(名词),sin_ver_nou_del_type,0
枪神纪,枪神纪/n(名词),sin_ver_nou_del_type,0
吸脂,吸脂/v(动词),sin_ver_nou_del_type,0
毕业季,毕业季/n(名词),sin_ver_nou_del_type,0
算命,算命/v(动词),sin_ver_nou_del_type,0
龙头股,龙头股/n(名词),sin_ver_nou_del_type,0
均线,均线/n(名词),sin_ver_nou_del_type,0
盈利,盈利/v(动词),sin_ver_nou_del_type,0
未婚少女,未婚/vn(其他) 少女/n(名词),com_del_type,0
一日一泡,一日/t(时间词) 一/m(数词) 泡/v(动词),com_del_type,0
SE聊,se/nx(其他) 聊/v(动词),com_del_type,0
同村,同村/n(名词),sin_ver_nou_del_type,0
赞,赞/j(简称),val_eval_type,1
日结,日结/n(名词),sin_ver_nou_del_type,0
约泡包爽,约泡/n(名词) 包爽/nr(其他),porn_type,1
北ت京ت赛ت车,北京/ns(地名) 赛车/n(名词),com_del_type,0
盗Q,盗/Vg(其他) q/nx(其他),com_del_type,0
微信公众号,微信/n(名词) 公众号/n(名词),com_del_type,0
客服在线QQ 6319161,客服/n(名词) 在线/vn(其他) qq/n(名词) /w(标点) 6319161/m(数词),porn_type,1
电脑维修,电脑/n(名词) 维修/vn(其他),com_del_type,0
教学,教学/n(名词),sin_ver_nou_del_type,0
足球交流,足球/n(名词) 交流/vn(其他),com_del_type,0
交友聚会,交友/v(动词) 聚会/v(动词),val_eval_type,1
信贷,信贷/n(名词),sin_ver_nou_del_type,0
CDX,cdx/nx(其他),sin_nx_type,0
江西,江西/ns(地名),sin_ns_type,0
少女时代,少女/n(名词) 时代/n(名词),com_del_type,0
电子游戏,电子游戏/n(名词),sin_ver_nou_del_type,0
500,500/m(数词),numeric_type,1
毕业生,毕业生/n(名词),sin_ver_nou_del_type,0
养殖,养殖/v(动词),sin_ver_nou_del_type,0
约炮俱乐部,约炮/n(名词) 俱乐部/n(名词),porn_type,1
英魂之刃,英魂/n(名词) 之/u(助词) 刃/Ng(其他),com_del_type,0
刺激,刺激/v(动词),val_eval_type,1
三国,三国/n(名词),sin_ver_nou_del_type,0
实战,实战/n(名词),sin_ver_nou_del_type,0
代养,代/v(动词) 养/v(动词),com_del_type,0
奋斗ING,奋斗/v(动词) ing/nx(其他),com_del_type,0
泡脚,泡脚/n(名词),sin_ver_nou_del_type,0
散打,散打/vn(其他),sin_other_save_type,0
卖萌,卖萌/n(名词),val_eval_type,1
2014,2014/m(数词),numeric_type,1
网络赚钱,网络/n(名词) 赚钱/a(形容词),com_del_type,0
拔罐,拔罐/v(动词),sin_ver_nou_del_type,0
互赞群,互赞/n(名词) 群/Ng(其他),com_del_type,0
放松,放松/v(动词),val_eval_type,1
开眼角,开/v(动词) 眼角/n(名词),com_del_type,0
微博,微博/n(名词),sin_ver_nou_del_type,0
出租,出租/v(动词),sin_ver_nou_del_type,0
心理咨询,心理/n(名词) 咨询/vn(其他),com_del_type,0
原油投资,原油/n(名词) 投资/vn(其他),com_del_type,0
原因是男人,原因/n(名词) 是/v(动词) 男人/n(名词),val_eval_type,1
交友相亲,交友/v(动词) 相亲/v(动词),val_eval_type,1
竞技,竞技/n(名词),sin_ver_nou_del_type,0
伐木累,伐木累/n(名词),val_eval_type,1
破解密码,破解/v(动词) 密码/n(名词),com_del_type,0
周杰伦,周杰伦/n(名词),sin_ver_nou_del_type,0
谈恋爱,谈恋爱/n(名词),val_eval_type,1
上菛V杏132-46002600,上/f(方位词) 菛/n(名词) v/nx(其他) 杏/Ng(其他) 132-46002600/nx(其他),porn_type,1
向上,向上/v(动词),val_eval_type,1
积极向上,积极向上/l(其他),val_eval_type,1
淘宝解封,淘宝/n(名词) 解封/v(动词),com_del_type,0
薛之谦,薛之谦/nr(其他),sin_nr_type,0
翡翠,翡翠/n(名词),sin_ver_nou_del_type,0
歌曲,歌曲/n(名词),sin_ver_nou_del_type,0
2020考研,2020/m(数词) 考研/v(动词),com_del_type,0
淘宝客服,淘宝/n(名词) 客服/n(名词),com_del_type,0
玩游戏,玩/v(动词) 游戏/n(名词),com_del_type,0
大乐透,大乐透/n(名词),sin_ver_nou_del_type,0
推荐,推荐/v(动词),val_eval_type,1
厂家直销,厂家/n(名词) 直销/vn(其他),com_del_type,0
记忆,记忆/n(名词),val_eval_type,1
配资,配资/n(名词),sin_ver_nou_del_type,0
边伯贤,边伯贤/n(名词),sin_ver_nou_del_type,0
破解软件,破解/v(动词) 软件/n(名词),com_del_type,0
泪痕让你艳遇,泪痕/n(名词) 让/v(动词) 你/r(代词) 艳遇/v(动词),com_del_type,0
女人是善变的,女人/n(名词) 是/v(动词) 善变/a(形容词) 的/u(助词),val_eval_type,1
加Q8671755,加/j(简称) q/nx(其他) 8671755/m(数词),porn_type,1
临沂,临沂/ns(地名),sin_ns_type,0
话唠,话唠/n(名词),val_eval_type,1
私人,私人/n(名词),val_eval_type,1
医学,医学/n(名词),sin_ver_nou_del_type,0
鹿饭,鹿饭/n(名词),sin_ver_nou_del_type,0
MACD KDJ,macd/nx(其他) /w(标点) kdj/nx(其他),com_del_type,0
加Q717187067,加/j(简称) q/nx(其他) 717187067/m(数词),porn_type,1
高端,高端/n(名词),val_eval_type,1
管理学,管理学/n(名词),sin_ver_nou_del_type,0
张小娴,张小娴/nr(其他),sin_nr_type,0
积极,积极/ad(其他),val_eval_type,1
冒泡,冒泡/v(动词),val_eval_type,1
黄子韬,黄子韬/n(名词),sin_ver_nou_del_type,0
足彩竞猜,足彩/n(名词) 竞猜/vn(其他),com_del_type,0
全民突击,全民/n(名词) 突击/vn(其他),com_del_type,0
搞事情,搞/v(动词) 事情/n(名词),val_eval_type,1
帅锅,帅锅/n(名词),sin_ver_nou_del_type,0
..,./w(标点) ./w(标点),punctuation_type,1
A股民,a股/n(名词) 民/Ng(其他),com_del_type,0
大连,大连/ns(地名),sin_ns_type,0
开开心心,开开心心/z(其他),sin_other_save_type,0
天猫秒杀,天猫/n(名词) 秒杀/n(名词),com_del_type,0
玩赏鸟,玩赏/v(动词) 鸟/n(名词),com_del_type,0
任性,任性/a(形容词),val_eval_type,1
大湿胸,大湿胸/n(名词),sin_ver_nou_del_type,0
建行卡,建行卡/n(名词),sin_ver_nou_del_type,0
整容,整容/v(动词),sin_ver_nou_del_type,0
保时捷,保时捷/n(名词),sin_ver_nou_del_type,0
家族群,家族/n(名词) 群/Ng(其他),val_eval_type,1
教程,教程/n(名词),sin_ver_nou_del_type,0
日式,日式/b(其他),sin_other_save_type,0
爆照,爆照/n(名词),sin_ver_nou_del_type,0
十年之约,十年/t(时间词) 之/u(助词) 约/d(副词),val_eval_type,1
一对一,一对/m(数词) 一/m(数词),com_del_type,0
好盆友,好/a(形容词) 盆/n(名词) 友/Ng(其他),com_del_type,0
买卖,买卖/v(动词),sin_ver_nou_del_type,0
王者农药,王者/n(名词) 农药/n(名词),com_del_type,0
免流,免流/n(名词),sin_ver_nou_del_type,0
溜冰,溜冰/v(动词),sin_ver_nou_del_type,0
朋友，同学,"朋友/n(名词) ,/w(标点) 同学/n(名词)",val_eval_type,1
网络技术,网络/n(名词) 技术/n(名词),com_del_type,0
县,县/n(名词),val_eval_type,1
AI,ai/nx(其他),sin_nx_type,0
原谅我。,原谅/v(动词) 我/r(代词) 。/w(标点),val_eval_type,1
刀剑神域,刀剑/n(名词) 神域/n(名词),com_del_type,0
爱玩,爱玩/n(名词),sin_ver_nou_del_type,0
观赏龟,观赏龟/n(名词),sin_ver_nou_del_type,0
微商代理,微商/n(名词) 代理/vn(其他),com_del_type,0
果聊Q8671755,果聊/n(名词) q/nx(其他) 8671755/m(数词),porn_type,1
艺考,艺考/n(名词),sin_ver_nou_del_type,0
许嵩,许嵩/nr(其他),sin_nr_type,0
流量卡,流量卡/n(名词),sin_ver_nou_del_type,0
电话13865953500,电话/n(名词) 13865953500/m(数词),porn_type,1
五湖四海,五湖四海/i(习语),val_eval_type,1
玩具,玩具/n(名词),sin_ver_nou_del_type,0
多肉,多肉/n(名词),sin_ver_nou_del_type,0
电话184-5315-1118,电话/n(名词) 184-5315-1118/nx(其他),val_eval_type,1
团结友爱,团结友爱/l(其他),sin_other_save_type,0
附近的你,附近/f(方位词) 的/u(助词) 你/r(代词),val_eval_type,1
吃饭,吃饭/v(动词),val_eval_type,1
SAO妹16岁,sao/nx(其他) 妹/n(名词) 16/m(数词) 岁/q(量词),porn_type,1
708090后,7080/a(形容词) 90后/n(名词),porn_type,1
艺术类,艺术类/n(名词),sin_ver_nou_del_type,0
短信平台,短信/n(名词) 平台/n(名词),com_del_type,0
QQ群出租,qq群/nz(其他专名) 出租/v(动词),val_eval_type,1
小区业主,小区/n(名词) 业主/n(名词),com_del_type,0
经济师,经济师/n(名词),sin_ver_nou_del_type,0
小时工,小时工/n(名词),sin_ver_nou_del_type,0
表白,表白/v(动词),sin_ver_nou_del_type,0
天才,天才/n(名词),val_eval_type,1
帅比,帅比/n(名词),val_eval_type,1
衣服,衣服/n(名词),sin_ver_nou_del_type,0
言情,言情/n(名词),sin_ver_nou_del_type,0
办公室,办公室/n(名词),val_eval_type,1
孩子,孩子/n(名词),sin_ver_nou_del_type,0
招工,招工/v(动词),sin_ver_nou_del_type,0
漂亮少妇,漂亮/a(形容词) 少妇/n(名词),porn_type,1
开发,开发/v(动词),sin_ver_nou_del_type,0
教师招聘,教师/n(名词) 招聘/v(动词),com_del_type,0
交友约会,交友/v(动词) 约会/v(动词),val_eval_type,1
飞机,飞机/n(名词),sin_ver_nou_del_type,0
渔具,渔具/n(名词),sin_ver_nou_del_type,0
木工,木工/n(名词),sin_ver_nou_del_type,0
皇冠足球,皇冠/n(名词) 足球/n(名词),com_del_type,0
宝贝，我错了,"宝贝/n(名词) ,/w(标点) 我/r(代词) 错/v(动词) 了/u(助词)",val_eval_type,1
曳步舞,曳步舞/n(名词),sin_ver_nou_del_type,0
师徒,师徒/n(名词),sin_ver_nou_del_type,0
同城约会交友,同城/n(名词) 约会/v(动词) 交友/v(动词),val_eval_type,1
朴灿烈,朴灿烈/n(名词),sin_ver_nou_del_type,0
美好,美好/a(形容词),val_eval_type,1
贵州,贵州/ns(地名),sin_ns_type,0
手机轰炸机,手机/n(名词) 轰炸机/n(名词),com_del_type,0
0,0.0/m(数词),numeric_type,1
山西,山西/ns(地名),sin_ns_type,0
诚招代理月入10万,诚招/n(名词) 代理/vn(其他) 月入/n(名词) 10万/m(数词),com_del_type,0
娱乐休闲,娱乐/vn(其他) 休闲/vn(其他),com_del_type,0
毕业设计,毕业/v(动词) 设计/vn(其他),com_del_type,0
毕业班,毕业班/n(名词),val_eval_type,1
秒赞,秒赞/n(名词),val_eval_type,1
时光,时光/n(名词),val_eval_type,1
2B青年,2b/nx(其他) 青年/n(名词),com_del_type,0
家庭教育,家庭教育/l(其他),val_eval_type,1
哈哈哈哈,哈哈/o(拟声词) 哈哈/o(拟声词),val_eval_type,1
高三,高三/n(名词),val_num_time_type,1
同乡会,同乡会/n(名词),sin_ver_nou_del_type,0
良家,良家/n(名词),val_eval_type,1
猫粮,猫粮/n(名词),sin_ver_nou_del_type,0
小区,小区/n(名词),val_eval_type,1
直通车,直通车/n(名词),sin_ver_nou_del_type,0
个性,个性/n(名词),sin_ver_nou_del_type,0
同校,同校/v(动词),sin_ver_nou_del_type,0
贴现,贴现/v(动词),sin_ver_nou_del_type,0
大佬,大佬/n(名词),val_eval_type,1
微信推广,微信/n(名词) 推广/v(动词),com_del_type,0
卢克,卢克/n(名词),sin_ver_nou_del_type,0
乔布斯传,乔布斯/n(名词) 传/v(动词),com_del_type,0
那些年,那些/r(代词) 年/q(量词),val_eval_type,1
成人,成/v(动词) /n(名词) 人/n(名词),com_del_type,0
巴菲特,巴菲特/n(名词),sin_ver_nou_del_type,0
外汇交流,外汇/n(名词) 交流/vn(其他),com_del_type,0
钓友,钓友/n(名词),sin_ver_nou_del_type,0
世界大,世界/n(名词) 大/a(形容词),val_eval_type,1
古筝,古筝/n(名词),sin_ver_nou_del_type,0
鸣人,鸣人/n(名词),sin_ver_nou_del_type,0
早盘,早盘/n(名词),sin_ver_nou_del_type,0
酒店妹子,酒店/n(名词) 妹子/n(名词),porn_type,1
开户加Q：29627630,开户/v(动词) 加/v(动词) q/nx(其他) :/w(标点) 29627630/m(数词),porn_type,1
女表演,女/b(其他) 表演/vn(其他),porn_type,1
放送美,放送/v(动词) 美/j(简称),val_eval_type,1
相亲婚恋,相亲/v(动词) 婚恋/n(名词),com_del_type,0
移动通话记录查询,移动/vn(其他) 通话/vn(其他) 记录/n(名词) 查询/v(动词),com_del_type,0
益盟操盘手,益盟/nz(其他专名) 操盘手/n(名词),com_del_type,0
裸女在,裸/Vg(其他) 女/Ng(其他) 在/p(介词),porn_type,1
の蕾丝加,の/n(名词) 蕾丝/n(名词) 加/v(动词),com_del_type,0
。。。。。。,。/w(标点) 。/w(标点) 。/w(标点) 。/w(标点) 。/w(标点) 。/w(标点),punctuation_type,1
随便聊,随便/ad(其他) 聊/v(动词),val_eval_type,1
牛牛,牛牛/n(名词),sin_ver_nou_del_type,0
一建,一建/n(名词),sin_ver_nou_del_type,0
日语学习,日语/n(名词) 学习/v(动词),com_del_type,0
淘宝货源,淘宝/n(名词) 货源/n(名词),com_del_type,0
2018考研,2018/m(数词) 考研/v(动词),val_num_time_type,1
浪,浪/n(名词),val_eval_type,1
494949025,494949025/m(数词),numeric_type,1
时时彩平台,时时/d(副词) 彩/Ng(其他) 平台/n(名词),com_del_type,0
接龙,接龙/n(名词),sin_ver_nou_del_type,0
0,0/m(数词),numeric_type,1
QQ华夏手游,qq/n(名词) 华夏/nz(其他专名) 手游/n(名词),com_del_type,0
水电,水电/n(名词),sin_ver_nou_del_type,0
探讨,探讨/v(动词),val_eval_type,1
消防,消防/b(其他),sin_other_save_type,0
资料分析,资料/n(名词) 分析/v(动词),com_del_type,0
工商卡,工商卡/n(名词),sin_ver_nou_del_type,0
知识产权,知识产权/n(名词),sin_ver_nou_del_type,0
管理员,管理员/n(名词),val_eval_type,1
激情约会,激情/n(名词) 约会/v(动词),porn_type,1
白银投资,白银/n(名词) 投资/vn(其他),com_del_type,0
PྉKྉ1ྉ0,pk/nx(其他) 10/m(数词),com_del_type,0
刷销量,刷/v(动词) 销量/n(名词),com_del_type,0
IOS,ios/nx(其他),sin_nx_type,0
孤独,孤独/a(形容词),sin_other_save_type,0
南昌,南昌/ns(地名),sin_ns_type,0
法律,法律/n(名词),sin_ver_nou_del_type,0
高富帅,高富帅/n(名词),sin_ver_nou_del_type,0
福特,福特/n(名词),sin_ver_nou_del_type,0
友谊长存,友谊/n(名词) 长存/v(动词),val_eval_type,1
增值,增值/v(动词),sin_ver_nou_del_type,0
保养,保养/v(动词),sin_ver_nou_del_type,0
捕鱼,捕鱼/v(动词),sin_ver_nou_del_type,0
师门,师门/n(名词),val_eval_type,1
喝酒,喝酒/v(动词),val_eval_type,1
日漫,日漫/n(名词),sin_ver_nou_del_type,0
球球,球球/n(名词),val_eval_type,1
合作共赢,合作/vn(其他) 共赢/n(名词),val_eval_type,1
群聊,群聊/n(名词),val_eval_type,1
一起玩,一起/d(副词) 玩/v(动词),val_eval_type,1
加QQ1476996544,加/j(简称) qq/nx(其他) 1476996544/m(数词),porn_type,1
税务,税务/n(名词),sin_ver_nou_del_type,0
自信,自信/v(动词),val_eval_type,1
开放,开放/v(动词),val_eval_type,1
淘宝网店,淘宝网/nz(其他专名) 店/n(名词),com_del_type,0
汇丰,汇丰/n(名词),sin_ver_nou_del_type,0
BIGBANG,bigbang/nx(其他),sin_nx_type,0
E18娱乐,e18/nx(其他) 娱乐/vn(其他),porn_type,1
语言能力,语言/n(名词) 能力/n(名词),com_del_type,0
加微信1476996544,加微信/n(名词) 1476996544/m(数词),porn_type,1
行情分析,行情/n(名词) 分析/v(动词),com_del_type,0
纸白银,纸白银/n(名词),sin_ver_nou_del_type,0
UI,ui/nx(其他),sin_nx_type,0
在一起,在/p(介词) 一起/s(处所词),val_eval_type,1
真人醉,真人/n(名词) 醉/v(动词),val_eval_type,1
激情加,激情/n(名词) 加/v(动词),porn_type,1
一本线,一/m(数词) 本/q(量词) 线/n(名词),com_del_type,0
二建,二建/n(名词),sin_ver_nou_del_type,0
偷情,偷情/v(动词),sin_ver_nou_del_type,0
同窗,同窗/n(名词),val_eval_type,1
印刷,印刷/v(动词),sin_ver_nou_del_type,0
成人高考,成人/n(名词) 高考/vn(其他),com_del_type,0
8,8/m(数词),numeric_type,1
施工,施工/v(动词),sin_ver_nou_del_type,0
妹妹DE,妹妹/n(名词) de/nx(其他),val_eval_type,1
圈子,圈子/n(名词),val_eval_type,1
招生,招生/v(动词),sin_ver_nou_del_type,0
单身一族,单身/n(名词) 一/m(数词) 族/Ng(其他),val_eval_type,1
开心每一天,开心/a(形容词) 每/r(代词) 一/m(数词) 天/q(量词),val_eval_type,1
前端,前端/f(方位词),sin_other_save_type,0
唐嫣,唐嫣/n(名词),sin_ver_nou_del_type,0
PK10,pk/nx(其他) 10/m(数词),com_del_type,0
银行理财,银行/n(名词) 理财/vn(其他),com_del_type,0
翻唱,翻唱/v(动词),sin_ver_nou_del_type,0
养卡,养卡/n(名词),sin_ver_nou_del_type,0
吹牛逼,吹牛/v(动词) 逼/v(动词),val_eval_type,1
2018,2018/m(数词),numeric_type,1
声乐,声乐/n(名词),sin_ver_nou_del_type,0
邓紫棋,邓紫棋/n(名词),sin_ver_nou_del_type,0
互相帮助,互相/d(副词) 帮助/v(动词),com_del_type,0
佛山,佛山/ns(地名),sin_ns_type,0
安徽快三,安徽/ns(地名) 快/a(形容词) 三/m(数词),com_del_type,0
包包,包包/v(动词),sin_ver_nou_del_type,0
游戏人生,游戏/n(名词) 人生/n(名词),com_del_type,0
SSC,ssc/nx(其他),sin_nx_type,0
崩坏3,崩坏/v(动词) 3/m(数词),com_del_type,0
考研交流,考研/v(动词) 交流/vn(其他),com_del_type,0
美女空姐,美女/n(名词) 空姐/n(名词),com_del_type,0
初音未来,初音/n(名词) 未来/t(时间词),val_eval_type,1
沥青喊单,沥青/n(名词) 喊/v(动词) 单/b(其他),com_del_type,0
经济类,经济/n(名词) 类/n(名词),com_del_type,0
自动化,自动化/vn(其他),sin_other_save_type,0
无锡,无锡/ns(地名),sin_ns_type,0
单身女人,单身/n(名词) 女人/n(名词),com_del_type,0
打飞机,打飞机/n(名词),val_eval_type,1
外卖,外卖/v(动词),sin_ver_nou_del_type,0
护士模特,护士/n(名词) 模特/n(名词),com_del_type,0
凌晨说声晚安,凌晨/t(时间词) 说/v(动词) 声/n(名词) 晚安/n(名词),val_eval_type,1
友谊万岁,友谊/n(名词) 万岁/n(名词),val_eval_type,1
猫,猫/n(名词),sin_ver_nou_del_type,0
抵押贷款,抵押/vn(其他) 贷款/n(名词),com_del_type,0
同学们,同学/n(名词) 们/k(后接成分),val_eval_type,1
同行,同行/n(名词),val_eval_type,1
纸黄金,纸黄金/n(名词),sin_ver_nou_del_type,0
征信不良记录删除,征信/vn(其他) 不良/a(形容词) 记录/n(名词) 删除/v(动词),com_del_type,0
娱乐城,娱乐城/n(名词),sin_ver_nou_del_type,0
密码破解,密码/n(名词) 破解/v(动词),com_del_type,0
现货招商,现货/n(名词) 招商/vn(其他),com_del_type,0
网红,网红/n(名词),sin_ver_nou_del_type,0
苹果手机,苹果/n(名词) 手机/n(名词),com_del_type,0
本田,本田/n(名词),sin_ver_nou_del_type,0
